tweet,value
"#Luton #StAlbans

And many from #Luton are now shopping in #StAlbans and elsewhere 

#COVID19 #COVIDIDIOTS https://t.co/T8QFlz9FoT",1
"#Coronavirus in #Syria: latest update, Thursday, August 16, 2020.
#Infographic
#North_Press
#COVID19
#AANES https://t.co/VGdLEb6iTn",1
"Check if your county has any surge of Covid-19 cases.
Stay safe everyone.
#powerbi #COVID19… https://t.co/43mxMMQ9rB",1
It is so tempting to go out. Then i remember how bad this virus is still is and In our community. Take out and stay… https://t.co/fRrDEIyb4l,0
"The visuals on  @SMCHealth @sanmateoco #sanmateocounty ad were what *not* to do. Listen, here is a better ad:… https://t.co/HIe8SExw6u",1
"Class Struggle Continues in COVID-19 Environment

A good struggle by Woolworths warehouse distribution workers memb… https://t.co/ki4yLGdHq2",1
Excellent critique of predictive modelling in #COVID19 by @rishgupta1986  et al. Authors compare 22 prognostic mode… https://t.co/ChKMFzWg7x,1
Temperature checks are a popular way of checking for symptoms of COVID-19 to enhance workplace health and safety. B… https://t.co/8eS3R1K3jP,1
We're incredibly proud of the research response to #COVID19 in the #EastMidlands. Whether you're delivering urgent… https://t.co/6ODwrg0oFD,1
"#COVID19 Lockdowns caused more deaths than the virus. Stats proved that. Liberals will deny it, lying of course. He… https://t.co/6ItoWTZQQF",1
"Even during these challenging times, we always have the option to look around us and appreciate the beauty in the p… https://t.co/Xu6M65zULn",1
"Welcome to #Belarus it’s #Europe , it’s save here. 

Just book a flight once #Corona #COVID19 is over. https://t.co/I0lGMvskHF",1
Venrap Radio Now Playing Venrap Radio by Stay safe during this #COVID19 we love you Download our app or listen on… https://t.co/EGC6WDtrDx,1
"@tiktok_us Tshirts
Hoodies
Face Masks
20% Off With Code

GENZ2020
Plus EVERYTHING Ships Free !… https://t.co/uNhwTuKBD7",1
"@realTRUMPERLAND @TheRISEofROD Who are the pigs*? Oh yes, those morons who wear masks and assault others.

*Sorry f… https://t.co/KbdmhU4xSI",0
Beware of fake anti-Covid drug ads: Experts https://t.co/tSqGdbMkGz via @thesamikhsya #anticovid #DrugAds #COVID19,0
"I feel the government of Japan says like this.
""We'll save the economy of Japan, so unfortunately please die, peopl… https://t.co/p05BqrVgQ5",0
(PRODUCT) iGotcha Media system creates ‘safe zone’ #COVID19 (@igotchamedia) https://t.co/LFCtEsKLCG,1
#COVID19 leads to shocking #cloud computing bills https://t.co/i4sVVOZhu3 via @infoworld https://t.co/E84qnm5DfM,0
"The Government and the media spread a great deal of information. But is it easy to understand? 
#COVID19 https://t.co/mY1TSKzeNA",1
The road to COVID-19 testing: The role of a Canadian biotech pioneer. Read more at https://t.co/WTyWHEFL9P #Covid19 #BioTech #VentureCapital,1
"@maddow @bbonnie123 this tragedy never ends, it didn’t have to be this bad
#TrumpVirusCatastrophe
#COVID19
#MurdererInChief",0
@labspokane Bravo @WallaceChamber They know what happens when you play chicken with mother nature. #wallaceidaho do… https://t.co/gB4JBuFBsW,0
"Trump and Barstool Sports founder Portnoy talk stock market rebound
- For more information :… https://t.co/2y28m9LR4V",1
"Mepal Puts On Scarecrow Style

Outstanding display lifts village spirits.....

@MepalFC #Mepal 
#ScrecrowHunt… https://t.co/tX72B0xl8T",1
"@amapresident we've seen #CDC in the USA be hostage to #Trump

best follow @WHO at this time for #covid19 guidance… https://t.co/GNVcWzPTap",1
@realDonaldTrump Ok so there's a lowlife in the WH rage-Tweeting delusional garbage instead of fighting #COVID19… https://t.co/ia4gUj9KXs,1
@NicolleDWallace These #SchoolReopening plans are fraught with magical thinking. The Republican approach to… https://t.co/ZxbBoOue9v,1
It's weekend once again; a time to reunite with your loved ones. Peace Mass Transit is committed to giving you the… https://t.co/A1yHBcZTHe,1
"*TODAY* Every child should be supported to achieve in education, leading to a successful working life. In this free… https://t.co/eal1aQKP36",1
"""The more layers that there are in a mask, the better because you will have more protection. If 95% of the people w… https://t.co/xNZ84siief",1
Loving watching the sharings for #NYTonlinecourses2020. Topics addressed include: #COVID19 #lockdown #inequality #BlackLivesMatter,1
"Taking more walks because of #COVID19 lockdown? I am, and I'm noticing my neighbourhood #trees a lot more.  Take th… https://t.co/fp7vKze0IG",1
"#DonaldTrump ""I'll be honest with you. It took me two months to stop thinking of #COVID19 as a virus and not a 19-y… https://t.co/or8AdxzeMb",1
"3⃣1⃣ days before 1st day of school in #ArlingtonMA.

Today's homework: ""My Son Survived Terrifying #COVID19 Complic… https://t.co/rmlsmC2iuG",0
So protesting by #AntifaBLMDomesticTerrorists is considered safe by #COVID19  standards but #MAGA Rallies aren’t? 🤔,1
More than 900 healthcare workers have died of Covid-19 – and the toll is rising  https://t.co/SYANHIptWi… https://t.co/2bVOZRZZnW,1
"#nCoV #2019_nCov #CoronavirusOutbreak #2019nCoV #Health
Sad. Still 1M #COVID19 cases in 4 days.The number of confir… https://t.co/dGJ31yIH26",0
COVID-19 Testing Update . For more details visit: https://t.co/aMlD7P6P01 #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19… https://t.co/yFKDPllWmq,1
1 out 4 people in Delhi may have been exposed to #COVID19 but CM @ArvindKejriwal and his party is more concerned of… https://t.co/EZkPGIi8n1,1
Excellent excellent excellent thread on #COVID19 and the actual small sacrifices we should make to just get over it… https://t.co/FRj5O6mxZj,1
That #Nnegi ass its earthquake..... No doubt every guy will show interest tomorrow through dancing... #sexual dance… https://t.co/VsP7CnrZa1,1
"Hospitals are the worst. I visited mom every day for 2 weeks. Wore my mask, washed my hands, used sanitizer, did it… https://t.co/xGVvfdH72j",0
"Every day that we rush to opening schools to in-person classes, I am angry and afraid. Mostly afraid. But today, af… https://t.co/kB4vQlKuPK",0
"Many people are experiencing fears, worries, sadness amid #covid19 #CoronavirusPandemic 
How to deal with it ?… https://t.co/LlS8wQ7vyU",1
Read #FreeSahara News is not always good news ▸ #morocco #covid19 https://t.co/0XMvwDz2NA,1
#Afterschool programs will adapt to keep kids safe &amp; learning. Congress needs to keep kids at top of mind as they n… https://t.co/t0yGzCPh9P,1
#Win a copy of the @positiv_planner with @motherhoodreal to support your #mentalhealth after #Covid19:… https://t.co/1N1yhpqiw1,1
Science is dangerous misinformation when it’s all hypothetical. #FakeNewsMedia #FakeNewsMediaClowns #COVID19… https://t.co/x7JFUFFLWe,0
The school-age kids in my daycare have been wearing masks for weeks. Masks are the simplest &amp; most effective measur… https://t.co/v8c2J7DtkH,1
In the search of a #MetroHousingcompound In #Riyadh? then consider our services. We have the best option for Expat… https://t.co/TroMvyrTHb,1
Did @JesseKellyDC make this? Because it's brilliant! #COVID19 #sports #womenssports https://t.co/WwyrZRih2t,1
#JaredKushner’s Failed Testing Plan; Trump Threatens to Ban #TikTok: A Closer Look: https://t.co/ZeeK70a3iQ (… https://t.co/ZoAjd5TPmQ,0
"Hi :.@CoimbraSummit Hi my friend, very welcome!
Thank you for sharing!
#Coimbra #Portugal
Coronavirus: Saudi Arabia… https://t.co/1ExAbgQDNF",1
"@WTFKayla420 God bless your heart. Yeah, unfortunately that’s hospitals, are doing their part, “on the front lines”… https://t.co/SKlgQl52G4",0
"#TDIH (1805) Alexis de Tocqueville bday. ""What good does it do me...if an ever-watchful authority keeps an eye out.… https://t.co/snSPP315JZ",1
"Is it safe to travel to visit family or friends?
- Travel increases your chances of getting &amp; spreading COVID-19. T… https://t.co/w8BGsRMwFu",1
"Before you have that family cookout. 
Before you think it will be ok just to hang out with ""familia""
Think again. S… https://t.co/nQ1VXu29d2",1
"@BurbankPD stay safe people!!! meanwhile, BPD won't be wearing masks. #covid #COVID19 #COVIDIDIOTS #mensa #workerscomp #toinfectandserve",1
"Great ⁦@UNDPAccLabs⁩ #sensemaking session with ⁦
@UNDP_Pacific management team where we mapped UNDP’s socio-economi… https://t.co/mhOXkLqXgU",1
"Inspired by Lil Wayne How To Love I decided to make a smash pop song. Please do check it out guys🙏🏻🔥🔥🔥🔥🔥🔥🇿🇦❤️‼️
Ken… https://t.co/oOeMAEzOE4",1
Happy #chooseday. #tuesdayvibes #TuesdayMotivation #COVID19 #grade7 #schools #zoom #AbsaPrem #chad #NDjamena #Africa https://t.co/ijUheirKcJ,1
"Celeb video: *Goes viral*

Puppy video: *Goes more viral*

2020: ""Hold my beer.""

#COVID19
#coronavirus
#WearAMask",1
Perfect example of research+industry partnership. Nanotechnology develped in two Universities in Czechia is used in… https://t.co/Oko0oyVIcU,1
"In her latest article, #TopRight Partner @Judi_Friedman shared the lessons she's learned from #COVID19 and I couldn… https://t.co/HIEWmimqTz",1
"@realDonaldTrump The U.S. is just over 4 percent of the world’s population, but we account for more than 25 percent… https://t.co/2VgH04GHlg",1
Does the pandemic change the way we shop? Here are the top beauty products people are buying online these days:… https://t.co/ljFcW60Vaz,1
#Iran's Health Ministry spokeswoman Sima Sadat Lari said on Tuesday that some 184 more Iranians have died from… https://t.co/V9cHN2yE0m,1
#COVID19 &amp; #SystemicRacism making you feel uncertain and powerless?  Reclaim your voice and power to make… https://t.co/RgaVzdazef,0
"More than 500 citizens in Svaneti transferred to quarantine zones
#COVID2019 #COVID19 #coronavirus #Georgia… https://t.co/2goGScMnxw",1
Almost done editing this wedding and looking forward to all the amazing weddings we’re booked for this year. This b… https://t.co/une6LcbIPc,1
Y’all wanted to do the mannequin challenge so badly that the world stopped in 2020 😑 #COVID19,0
"Recently, brands are re-evaluating their business models and rethinking how best to connect with consumers globally… https://t.co/TmGvvlLaXN",1
"Ugh....
#COVIDIOT 

The scary and dangerous part is there are people who will hear him or read this and AGREE with… https://t.co/Y3uzM7FKEw",0
"#Pinterest has crossed the 400 million user threshold, as it continues to see more usage during the COVID-19 pandem… https://t.co/HaX86cmZOU",1
Wishing everyone a safe and happy #Weekend #StayBlessed #COVID19 #CatsOfTwitter #DogsofTwitter 🙏🏻🐈 https://t.co/6FLKfAbfiH,1
"@PapaPapag1954 @bethrya74893789 @ChrisWickNews This is fake. Coronavirus has an covid-19 are not made in the lab.
C… https://t.co/tvIx3pjY3T",0
"@pradip103 50000 INDIANS have died from #Covid19. If anything, you should be angry at the Indian government and BOY… https://t.co/EHd1GsTaVo",0
"#Thailand August 12, 2020 Thairath frontpage: Prayuth is uncomfortable, student mob(TR description) exceeds the acc… https://t.co/LZyVXCaKqh",0
Ian Wright’s Great Grand Daughter looking after his dog whilst he and Gary Lineker trouser loads of our pensioners… https://t.co/6SRQZsOHO0,1
Excellent thread by @daktari1 on how Kenya should take a different approach to management of #COVID19 https://t.co/kmWGk8yr4O,1
More infectious coronavirus variant found in Philippines: experts #COVID19 https://t.co/332oMwt32x,1
If you don't do anything to stop or change it that means you're ok with it. #2020worstyear #blacklivesmatter #coronavirus #CORxFLA #COVID19,1
@howzmeluck @DashCamTwats ROAD RAGE 😡.  OMG 😮. MUST WATCH GUYS.. crazy video..  please share.  👉… https://t.co/Ix69SlpJpm,0
One day I hope to be able to take my daughter to the beach. Maybe I'll be able to when she's 25 at this rate becaus… https://t.co/G8DUr3zOn5,1
"#CoronaInfoCH #COVID19 #corona 
Travel accessories - best deals
https://t.co/1ifmC6m0Lo...
https://t.co/GElFkeZV0C",1
🎙️I hope you've enjoyed 🎧listening🎧 to #WaltDisneyWorld's #TurtleTalkWithCrush while #AtHome #WithMe. If you didn't… https://t.co/5Ey05YOifO,1
Let the voters decide. Trudeau is corrupt and hence MUST resign.#cdnpoli #WEscandal #COVID19 #Corruption… https://t.co/11lQwLZ8d3,0
"Stay Safe, Louisiana! 
#lalege #lagov #COVID19 https://t.co/YAZwlzqc9r",1
"District Administration Office, Kapilvastu has imposed lockdown in the district effective from 5 am today after the… https://t.co/U4OEUSXx9w",1
"They've thrown taxpayers money at it but it's very doubtful there will be a #covid19 #vaccine this year.

Experts a… https://t.co/KDaJNBzbe3",0
Happy #CivicHoliday weekend! Please remember that discretionary (non-essential) travel restrictions remain in place… https://t.co/KgfHwzAWaa,1
So the @GOP plan for #COVID19 relief is to just walk away? If this isn’t the most #LetThemEatCake moment in our cou… https://t.co/ERiQtXHciI,1
"More than 100 UP Diliman workers, UP Campus residents contract #COVID19 https://t.co/hRPeX7J0Lw",1
Some of my excellent @latrobelaw colleagues will be discussing the challenges of online dispute resolution and its… https://t.co/CCvyn5Zw10,1
Now that #Russia became the first country to announce a #vaccine all blame goes on them. Great. People just can't l… https://t.co/OyDF4TKWAo,1
"""The Government of #Nepal won't fight #COVID19 because Nepal is Zone of Peace""
😂 the best explanation!! https://t.co/MDFmHwvC7c",1
"Five Need-to-Know Updates for FFCRA Compliance - Find out what they are in our latest blog!
https://t.co/YpmEtbIRBp… https://t.co/cqxALZNpe4",1
